timestamp,robot_id,left_rpm,right_rpm,battery_v,distance_cm,imu_heading_deg
2025-06-29 10:00:09.500,MiniBot_1,59.26,24.02,7.42,175.4,0.2
2025-06-29 10:00:09.600,MiniBot_1,62.73,20.1,7.35,25.9,359.6
2025-06-29 10:00:09.700,MiniBot_1,51.3,12.55,7.36,50.1,0.4
2025-06-29 10:00:09.800,MiniBot_1,3.05,76.37,7.36,153.0,1.4
2025-06-29 10:00:09.900,MiniBot_1,12.95,84.78,7.37,19.7,3.2
2025-06-29 10:00:10.000,MiniBot_1,3.77,3.79,7.34,103.6,2.0
2025-06-29 10:00:10.100,MiniBot_1,76.37,112.35,7.34,94.0,3.2
2025-06-29 10:00:10.200,MiniBot_1,37.72,6.24,7.37,73.5,4.1
2025-06-29 10:00:10.300,MiniBot_1,61.03,64.96,7.35,85.0,2.4
2025-06-29 10:00:10.400,MiniBot_1,108.91,85.09,7.38,110.7,1.9
2025-06-29 10:00:10.500,MiniBot_1,29.92,104.52,7.38,40.7,1.1
2025-06-29 10:00:10.600,MiniBot_1,49.25,85.69,7.37,118.7,0.3
2025-06-29 10:00:10.700,MiniBot_1,90.67,96.21,7.34,163.0,2.2
2025-06-29 10:00:10.800,MiniBot_1,27.46,40.73,7.34,154.4,2.8
2025-06-29 10:00:10.900,MiniBot_1,9.24,97.78,7.34,39.2,3.6
2025-06-29 10:00:11.000,MiniBot_1,34.77,9.61,7.34,38.4,5.5
2025-06-29 10:00:11.100,MiniBot_1,19.35,107.38,7.34,61.0,5.1
2025-06-29 10:00:11.200,MiniBot_1,111.56,65.71,7.37,78.6,6.3
2025-06-29 10:00:11.300,MiniBot_1,96.97,98.08,7.34,87.6,6.0
2025-06-29 10:00:11.400,MiniBot_1,76.01,54.28,7.34,139.1,7.5
2025-06-29 10:00:11.500,MiniBot_1,104.58,77.23,7.34,20.8,6.2
2025-06-29 10:00:11.600,MiniBot_1,96.44,63.17,7.33,16.6,8.0
2025-06-29 10:00:11.700,MiniBot_1,22.39,87.79,7.34,84.5,6.9
2025-06-29 10:00:11.800,MiniBot_1,107.11,9.8,7.34,142.5,6.2
2025-06-29 10:00:11.900,MiniBot_1,64.72,7.24,7.33,46.8,7.2
2025-06-29 10:00:12.000,MiniBot_1,96.89,29.65,7.35,131.9,6.8
2025-06-29 10:00:12.100,MiniBot_1,107.53,19.15,7.37,59.4,7.2
2025-06-29 10:00:12.200,MiniBot_1,38.16,104.61,7.35,178.4,7.0
2025-06-29 10:00:12.300,MiniBot_1,13.21,26.31,7.36,180.2,8.0
2025-06-29 10:00:12.400,MiniBot_1,27.35,117.1,7.36,66.5,6.9
2025-06-29 10:00:12.500,MiniBot_1,51.25,40.43,7.35,53.7,5.1
2025-06-29 10:00:12.600,MiniBot_1,98.16,21.85,7.36,88.1,4.3
2025-06-29 10:00:12.700,MiniBot_1,103.29,94.76,7.35,55.7,4.2
2025-06-29 10:00:12.800,MiniBot_1,0.83,79.04,7.38,137.8,2.9
2025-06-29 10:00:12.900,MiniBot_1,61.29,59.78,7.34,167.0,2.3
2025-06-29 10:00:13.000,MiniBot_1,50.09,66.64,7.35,137.9,1.9
2025-06-29 10:00:13.100,MiniBot_1,26.65,86.3,7.36,166.6,0.1
2025-06-29 10:00:13.200,MiniBot_1,14.38,27.41,7.33,85.4,0.5
2025-06-29 10:00:13.300,MiniBot_1,40.51,119.56,7.33,39.7,2.0
2025-06-29 10:00:13.400,MiniBot_1,113.15,116.98,7.38,150.2,0.6
2025-06-29 10:00:13.500,MiniBot_1,38.78,78.04,7.36,78.5,1.0
2025-06-29 10:00:13.600,MiniBot_1,62.25,23.95,7.36,137.5,1.6
2025-06-29 10:00:13.700,MiniBot_1,84.36,81.63,7.36,61.4,1.3
2025-06-29 10:00:13.800,MiniBot_1,43.64,8.66,7.33,25.4,2.1
2025-06-29 10:00:13.900,MiniBot_1,116.61,3.68,7.35,198.6,1.8
2025-06-29 10:00:14.000,MiniBot_1,115.49,30.92,7.35,39.7,1.8
2025-06-29 10:00:14.100,MiniBot_1,30.21,55.51,7.38,197.8,359.8
2025-06-29 10:00:14.200,MiniBot_1,59.67,104.19,7.33,195.7,0.6
2025-06-29 10:00:14.300,MiniBot_1,36.11,87.26,7.37,160.8,1.2
2025-06-29 10:00:14.400,MiniBot_1,34.18,89.12,7.34,135.3,359.4
2025-06-29 10:00:14.500,MiniBot_1,4.43,51.06,7.33,119.8,358.9
2025-06-29 10:00:14.600,MiniBot_1,73.15,41.51,7.31,174.6,0.8
2025-06-29 10:00:14.700,MiniBot_1,60.32,44.52,7.36,65.0,0.5
2025-06-29 10:00:14.800,MiniBot_1,6.18,118.52,7.4,98.9,0.5
2025-06-29 10:00:14.900,MiniBot_1,33.44,4.81,7.33,127.7,2.1
2025-06-29 10:00:15.000,MiniBot_1,108.99,104.04,7.3,88.1,3.0
2025-06-29 10:00:15.100,MiniBot_1,28.75,69.44,7.31,91.2,3.3
2025-06-29 10:00:15.200,MiniBot_1,17.39,52.63,7.33,72.8,4.5
2025-06-29 10:00:15.300,MiniBot_1,58.73,87.03,7.35,117.2,6.0
2025-06-29 10:00:15.400,MiniBot_1,118.28,58.4,7.32,171.6,5.8
2025-06-29 10:00:15.500,MiniBot_1,29.05,104.81,7.35,48.3,5.7
2025-06-29 10:00:15.600,MiniBot_1,80.66,108.08,7.33,187.5,5.2
2025-06-29 10:00:15.700,MiniBot_1,91.39,50.61,7.32,140.9,7.1
2025-06-29 10:00:15.800,MiniBot_1,28.52,33.22,7.31,166.4,7.9
2025-06-29 10:00:15.900,MiniBot_1,87.39,71.08,7.28,115.7,6.2
2025-06-29 10:00:16.000,MiniBot_1,44.13,109.48,7.33,158.1,7.7
2025-06-29 10:00:16.100,MiniBot_1,75.88,25.28,7.34,13.1,7.6
2025-06-29 10:00:16.200,MiniBot_1,76.02,74.76,7.33,165.5,5.9
2025-06-29 10:00:16.300,MiniBot_1,64.29,75.79,7.37,17.6,6.1
2025-06-29 10:00:16.400,MiniBot_1,10.83,87.97,7.35,179.1,5.7
2025-06-29 10:00:16.500,MiniBot_1,100.24,15.79,7.34,198.5,7.2
2025-06-29 10:00:16.600,MiniBot_1,38.49,85.9,7.34,65.9,6.1
2025-06-29 10:00:16.700,MiniBot_1,22.38,109.08,7.33,50.0,7.4
2025-06-29 10:00:16.800,MiniBot_1,4.89,21.56,7.35,155.4,7.6
2025-06-29 10:00:16.900,MiniBot_1,70.91,28.51,7.31,58.1,5.8
2025-06-29 10:00:17.000,MiniBot_1,81.31,116.57,7.33,174.5,7.7
2025-06-29 10:00:17.100,MiniBot_1,1.99,21.72,7.33,29.5,7.7
2025-06-29 10:00:17.200,MiniBot_1,61.45,102.53,7.33,33.9,6.9
2025-06-29 10:00:17.300,MiniBot_1,27.18,59.07,7.32,196.0,6.8
2025-06-29 10:00:17.400,MiniBot_1,77.42,29.67,7.31,138.0,8.2
2025-06-29 10:00:17.500,MiniBot_1,20.92,104.49,7.34,170.9,7.4
2025-06-29 10:00:17.600,MiniBot_1,82.91,53.44,7.34,71.6,6.2
2025-06-29 10:00:17.700,MiniBot_1,46.41,61.78,7.33,138.5,4.7
2025-06-29 10:00:17.800,MiniBot_1,112.41,43.11,7.35,122.9,3.9
2025-06-29 10:00:17.900,MiniBot_1,16.5,71.15,7.34,124.6,5.0
2025-06-29 10:00:18.000,MiniBot_1,40.93,19.62,7.33,139.7,4.9
2025-06-29 10:00:18.100,MiniBot_1,13.62,46.93,7.31,119.3,3.8
2025-06-29 10:00:18.200,MiniBot_1,110.96,116.33,7.32,91.5,2.5
2025-06-29 10:00:18.300,MiniBot_1,105.28,30.98,7.32,62.4,1.8
2025-06-29 10:00:18.400,MiniBot_1,30.95,78.81,7.31,156.0,3.6
2025-06-29 10:00:18.500,MiniBot_1,79.2,39.02,7.33,53.0,3.0
2025-06-29 10:00:18.600,MiniBot_1,98.07,92.82,7.31,141.5,4.9
2025-06-29 10:00:18.700,MiniBot_1,66.62,15.7,7.32,54.3,4.9
2025-06-29 10:00:18.800,MiniBot_1,63.56,116.38,7.32,128.8,3.6
2025-06-29 10:00:18.900,MiniBot_1,29.02,54.45,7.33,151.9,5.1
2025-06-29 10:00:19.000,MiniBot_1,11.17,28.33,7.37,51.6,5.0
2025-06-29 10:00:19.100,MiniBot_1,107.67,8.82,7.32,21.4,5.8
2025-06-29 10:00:19.200,MiniBot_1,108.05,20.37,7.29,34.9,7.8
2025-06-29 10:00:19.300,MiniBot_1,75.97,62.37,7.3,125.1,6.0
2025-06-29 10:00:19.400,MiniBot_1,40.68,40.44,7.3,171.4,4.3
2025-06-29 10:00:19.500,MiniBot_1,41.91,99.47,7.29,18.5,5.2
2025-06-29 10:00:19.600,MiniBot_1,87.11,51.71,7.32,149.5,4.3
2025-06-29 10:00:19.700,MiniBot_1,107.65,29.85,7.31,74.9,3.1
2025-06-29 10:00:19.800,MiniBot_1,106.45,74.06,7.33,100.9,1.2
2025-06-29 10:00:19.900,MiniBot_1,93.59,84.81,7.32,186.5,359.3
2025-06-29 10:00:20.000,MiniBot_1,77.04,20.05,7.3,73.1,0.4
2025-06-29 10:00:20.100,MiniBot_1,10.1,20.11,7.29,98.4,359.0
2025-06-29 10:00:20.200,MiniBot_1,19.4,4.4,7.32,12.6,358.8
2025-06-29 10:00:20.300,MiniBot_1,107.83,88.37,7.32,25.5,359.3
2025-06-29 10:00:20.400,MiniBot_1,72.77,79.66,7.31,59.1,359.0
2025-06-29 10:00:20.500,MiniBot_1,1.1,56.96,7.3,15.3,357.1
2025-06-29 10:00:20.600,MiniBot_1,12.18,101.3,7.34,130.0,358.2
2025-06-29 10:00:20.700,MiniBot_1,79.62,96.68,7.36,91.0,356.3
2025-06-29 10:00:20.800,MiniBot_1,0.61,70.24,7.32,114.1,357.3
2025-06-29 10:00:20.900,MiniBot_1,19.3,104.19,7.34,43.2,358.9
2025-06-29 10:00:21.000,MiniBot_1,65.85,24.7,7.32,66.2,358.6
2025-06-29 10:00:21.100,MiniBot_1,83.03,13.43,7.31,136.1,358.8
2025-06-29 10:00:21.200,MiniBot_1,78.24,32.37,7.32,193.4,358.7
2025-06-29 10:00:21.300,MiniBot_1,26.91,6.85,7.28,19.6,358.2
2025-06-29 10:00:21.400,MiniBot_1,85.46,63.74,7.3,179.2,359.8
2025-06-29 10:00:21.500,MiniBot_1,28.47,112.39,7.3,119.6,1.3
2025-06-29 10:00:21.600,MiniBot_1,39.05,4.72,7.3,117.1,0.7
2025-06-29 10:00:21.700,MiniBot_1,89.58,14.65,7.33,105.1,1.1
2025-06-29 10:00:21.800,MiniBot_1,77.96,54.26,7.29,23.2,2.9
2025-06-29 10:00:21.900,MiniBot_1,101.91,112.07,7.31,27.1,4.7
2025-06-29 10:00:22.000,MiniBot_1,78.91,37.94,7.29,124.2,4.7
2025-06-29 10:00:22.100,MiniBot_1,68.2,60.87,7.33,74.8,4.6
2025-06-29 10:00:22.200,MiniBot_1,11.24,4.99,7.34,184.3,3.7
2025-06-29 10:00:22.300,MiniBot_1,44.13,17.8,7.29,87.3,5.5
2025-06-29 10:00:22.400,MiniBot_1,31.82,118.4,7.3,37.2,4.1
2025-06-29 10:00:22.500,MiniBot_1,29.28,115.81,7.32,145.8,4.4
2025-06-29 10:00:22.600,MiniBot_1,116.76,0.59,7.32,65.7,3.5
2025-06-29 10:00:22.700,MiniBot_1,47.17,114.22,7.28,109.8,2.6
2025-06-29 10:00:22.800,MiniBot_1,107.05,76.69,7.33,142.6,2.3
2025-06-29 10:00:22.900,MiniBot_1,75.74,104.15,7.27,181.1,4.3
2025-06-29 10:00:23.000,MiniBot_1,95.38,54.57,7.32,160.5,2.5
2025-06-29 10:00:23.100,MiniBot_1,60.32,61.87,7.29,138.5,2.8
2025-06-29 10:00:23.200,MiniBot_1,69.23,58.66,7.31,139.1,1.1
2025-06-29 10:00:23.300,MiniBot_1,59.1,80.02,7.29,189.7,359.7
2025-06-29 10:00:23.400,MiniBot_1,23.43,16.76,7.31,66.2,359.5
2025-06-29 10:00:23.500,MiniBot_1,86.69,3.6,7.31,10.2,359.5
2025-06-29 10:00:23.600,MiniBot_1,33.69,36.95,7.3,61.7,358.6
2025-06-29 10:00:23.700,MiniBot_1,2.92,84.56,7.32,51.4,357.8
2025-06-29 10:00:23.800,MiniBot_1,77.46,24.22,7.29,135.7,356.2
2025-06-29 10:00:23.900,MiniBot_1,21.25,80.81,7.31,130.4,355.4
2025-06-29 10:00:24.000,MiniBot_1,112.86,116.39,7.3,122.8,357.3
2025-06-29 10:00:24.100,MiniBot_1,114.47,11.27,7.32,13.1,359.0
2025-06-29 10:00:24.200,MiniBot_1,109.78,80.71,7.35,148.5,358.4
2025-06-29 10:00:24.300,MiniBot_1,44.42,53.25,7.3,71.5,358.7
2025-06-29 10:00:24.400,MiniBot_1,1.85,104.18,7.25,136.4,0.3
2025-06-29 10:00:24.500,MiniBot_1,111.4,21.26,7.28,115.7,358.3
2025-06-29 10:00:24.600,MiniBot_1,51.38,83.12,7.3,75.1,359.6
2025-06-29 10:00:24.700,MiniBot_1,116.0,100.57,7.3,35.6,1.4
2025-06-29 10:00:24.800,MiniBot_1,115.63,113.35,7.3,27.9,359.7
2025-06-29 10:00:24.900,MiniBot_1,102.36,81.99,7.29,168.0,358.4
2025-06-29 10:00:25.000,MiniBot_1,35.33,59.66,7.32,184.5,0.2
2025-06-29 10:00:25.100,MiniBot_1,46.21,74.14,7.27,133.5,0.4
2025-06-29 10:00:25.200,MiniBot_1,102.14,104.27,7.28,29.7,358.4
2025-06-29 10:00:25.300,MiniBot_1,38.03,68.47,7.28,86.4,357.5
2025-06-29 10:00:25.400,MiniBot_1,20.34,3.65,7.29,148.5,357.3
2025-06-29 10:00:25.500,MiniBot_1,66.82,111.71,7.29,158.2,358.0
2025-06-29 10:00:25.600,MiniBot_1,112.34,82.74,7.28,32.5,359.0
2025-06-29 10:00:25.700,MiniBot_1,83.52,81.18,7.28,10.0,0.9
2025-06-29 10:00:25.800,MiniBot_1,68.41,25.88,7.3,145.3,0.1
2025-06-29 10:00:25.900,MiniBot_1,11.66,79.07,7.3,77.8,0.2
2025-06-29 10:00:26.000,MiniBot_1,73.8,47.26,7.29,58.4,0.4
2025-06-29 10:00:26.100,MiniBot_1,118.81,78.15,7.26,12.5,0.0
2025-06-29 10:00:26.200,MiniBot_1,16.81,12.79,7.32,112.7,358.7
2025-06-29 10:00:26.300,MiniBot_1,62.2,78.94,7.32,171.7,0.6
2025-06-29 10:00:26.400,MiniBot_1,105.28,119.93,7.29,192.0,2.0
2025-06-29 10:00:26.500,MiniBot_1,88.89,5.79,7.29,117.5,2.0
2025-06-29 10:00:26.600,MiniBot_1,83.64,117.26,7.29,107.7,2.4
2025-06-29 10:00:26.700,MiniBot_1,84.3,48.83,7.28,26.2,1.3
2025-06-29 10:00:26.800,MiniBot_1,43.14,104.49,7.29,114.3,1.5
2025-06-29 10:00:26.900,MiniBot_1,35.23,93.89,7.26,82.2,2.3
2025-06-29 10:00:27.000,MiniBot_1,97.12,68.04,7.32,125.4,2.3
2025-06-29 10:00:27.100,MiniBot_1,97.21,88.61,7.3,83.9,4.3
2025-06-29 10:00:27.200,MiniBot_1,104.05,105.42,7.29,55.7,4.7
2025-06-29 10:00:27.300,MiniBot_1,109.59,48.5,7.32,28.0,4.2
2025-06-29 10:00:27.400,MiniBot_1,61.36,39.24,7.29,69.8,5.3
2025-06-29 10:00:27.500,MiniBot_1,60.18,80.11,7.25,28.4,4.0
2025-06-29 10:00:27.600,MiniBot_1,95.8,96.94,7.28,43.6,3.5
2025-06-29 10:00:27.700,MiniBot_1,78.0,91.47,7.28,197.6,2.9
2025-06-29 10:00:27.800,MiniBot_1,84.24,95.74,7.31,94.4,2.6
2025-06-29 10:00:27.900,MiniBot_1,95.5,52.27,7.3,111.1,3.8
2025-06-29 10:00:28.000,MiniBot_1,106.8,98.14,7.29,176.0,3.7
2025-06-29 10:00:28.100,MiniBot_1,40.56,14.43,7.29,199.2,4.9
2025-06-29 10:00:28.200,MiniBot_1,45.07,65.34,7.26,120.7,5.2
2025-06-29 10:00:28.300,MiniBot_1,11.28,0.69,7.27,164.4,4.6
2025-06-29 10:00:28.400,MiniBot_1,69.39,38.95,7.3,72.1,5.8
2025-06-29 10:00:28.500,MiniBot_1,4.31,43.98,7.28,68.1,4.8
2025-06-29 10:00:28.600,MiniBot_1,55.87,47.54,7.27,86.5,3.6
2025-06-29 10:00:28.700,MiniBot_1,65.12,83.46,7.26,137.8,3.7
2025-06-29 10:00:28.800,MiniBot_1,34.38,46.63,7.25,139.6,2.7
2025-06-29 10:00:28.900,MiniBot_1,70.9,53.84,7.3,69.9,0.7
2025-06-29 10:00:29.000,MiniBot_1,3.66,28.51,7.3,35.3,1.3
2025-06-29 10:00:29.100,MiniBot_1,4.48,44.79,7.3,130.2,1.4
2025-06-29 10:00:29.200,MiniBot_1,98.71,27.27,7.28,34.4,1.2
2025-06-29 10:00:29.300,MiniBot_1,43.22,8.78,7.27,119.9,3.0
2025-06-29 10:00:29.400,MiniBot_1,15.25,72.41,7.26,141.8,3.3
2025-06-29 10:00:29.500,MiniBot_1,62.67,80.19,7.28,143.1,4.8
2025-06-29 10:00:29.600,MiniBot_1,92.4,74.34,7.28,153.2,3.3
2025-06-29 10:00:29.700,MiniBot_1,25.9,55.62,7.27,175.8,3.6
2025-06-29 10:00:29.800,MiniBot_1,74.75,45.57,7.29,105.0,5.1
2025-06-29 10:00:29.900,MiniBot_1,10.24,103.6,7.23,148.7,5.4
2025-06-29 10:00:30.000,MiniBot_1,6.2,62.29,7.31,127.6,6.3
2025-06-29 10:00:30.100,MiniBot_1,63.76,57.5,7.27,45.5,5.8
2025-06-29 10:00:30.200,MiniBot_1,64.88,3.08,7.23,14.9,4.1
2025-06-29 10:00:30.300,MiniBot_1,76.49,40.95,7.27,64.1,4.0
2025-06-29 10:00:30.400,MiniBot_1,87.13,45.62,7.28,94.2,3.6
2025-06-29 10:00:30.500,MiniBot_1,117.1,47.86,7.28,127.3,5.0
2025-06-29 10:00:30.600,MiniBot_1,61.96,69.62,7.28,171.5,4.0
2025-06-29 10:00:30.700,MiniBot_1,38.75,64.03,7.24,47.3,5.9
2025-06-29 10:00:30.800,MiniBot_1,95.42,72.95,7.32,33.9,7.7
2025-06-29 10:00:30.900,MiniBot_1,32.5,91.79,7.24,193.1,6.7
2025-06-29 10:00:31.000,MiniBot_1,52.68,97.56,7.3,30.5,6.1
2025-06-29 10:00:31.100,MiniBot_1,9.41,86.17,7.28,100.9,7.7
2025-06-29 10:00:31.200,MiniBot_1,3.04,114.66,7.28,121.3,9.5
2025-06-29 10:00:31.300,MiniBot_1,115.52,2.19,7.26,112.9,9.3
2025-06-29 10:00:31.400,MiniBot_1,100.32,23.49,7.3,26.3,8.6
2025-06-29 10:00:31.500,MiniBot_1,83.52,0.91,7.26,20.8,8.7
2025-06-29 10:00:31.600,MiniBot_1,49.07,77.7,7.23,30.0,9.4
2025-06-29 10:00:31.700,MiniBot_1,20.8,107.76,7.3,121.3,8.5
2025-06-29 10:00:31.800,MiniBot_1,18.77,29.22,7.26,113.4,9.5
2025-06-29 10:00:31.900,MiniBot_1,30.03,111.24,7.28,54.4,7.7
2025-06-29 10:00:32.000,MiniBot_1,65.91,7.23,7.26,131.2,5.9
2025-06-29 10:00:32.100,MiniBot_1,85.75,112.13,7.27,165.8,5.4
2025-06-29 10:00:32.200,MiniBot_1,79.22,42.19,7.28,17.9,4.8
